genre,top,left,font_pct
chinese indie rock,7918,471,101
chinese instrumental,17212,308,100
chinese jazz,14933,753,100
chinese manyao,4148,905,101
chinese melodic rap,6587,943,101
chinese metal,5063,287,100
chinese metalcore,3565,247,100
chinese minyao,13367,596,101
chinese new year,8790,703,100
chinese opera,22338,627,100
chinese post-punk,7436,392,100
chinese post-rock,11538,380,100
chinese punk,6780,414,100
chinese r&amp;b,8928,756,102
chinese reggae,4074,977,100
chinese singer-songwriter,10527,563,102
chinese soundtrack,15313,342,100
chinese talent show,8589,708,100
chinese traditional,19345,181,101
chinese viral pop,6879,813,104
chinese wind,20330,362,100
chinese worship,13738,429,100
chip hop,6953,874,100
chiptune,4939,591,102
chopped and screwed,6526,1071,101
choral,21864,147,101
choro,18235,901,100
choro contemporaneo,16774,979,100
christchurch indie,9586,469,101
christelijk,14080,412,101
christian a cappella,16611,431,100
christian afrobeat,7704,927,101
christian alternative rock,5816,392,108
christian dance,2249,774,100
christian death metal,6778,194,100
christian deathcore,6124,203,100
christian doom metal,10699,236,100
christian hard rock,4513,258,100
christian hardcore,9725,279,100
christian hip hop,8051,980,103
christian indie,11404,439,103
christian lo-fi,13299,935,101
christian metal,6840,287,102
christian metalcore,6223,194,102
christian music,7136,360,109
christian pop,6704,551,102
christian power metal,5541,210,100
christian punk,6965,392,101
christian rock,3899,287,104
christian symphonic metal,8098,207,100
christian thrash metal,8668,312,100
christian trap,8409,1005,102
christian uplift,10944,370,101
christlicher rap,9237,1030,100
christmas instrumental,17266,864,101
christmas product,14996,692,100
chutney,14860,813,104
cifteli,14601,739,100
cimbalom,17943,705,100
cimbalova muzika,20134,501,100
cincinnati indie,9020,394,100
cincinnati rap,6514,1060,101
cinematic dubstep,2104,1084,100
cinematic post-rock,11368,203,100
circassian folk,6704,705,100
circuit,801,1157,101
circus,14465,677,100
city pop,6148,793,101
clap and tap,18644,253,100
clarinet ensemble,19375,624,100
classic afrobeat,13274,1000,100
classic anime,7569,563,101
classic arab pop,14921,596,102
classic assamese pop,16102,734,100
classic australian country,14798,881,100
classic azeri pop,15517,544,100
classic bangla pop,16189,670,101
classic belgian pop,8638,724,101
classic bhangra,8728,980,101
classic bollywood,17388,689,107
classic bulgarian pop,10576,639,100
classic canadian rock,10514,517,104
classic cantopop,11442,624,102
classic city pop,7956,734,102
classic colombian pop,13794,1126,102
classic country pop,15448,772,106
classic czech pop,13850,624,101
classic danish pop,11555,774,102
classic danish rock,11783,612,100
classic disco polo,1946,1009,102
classic dubstep,2674,988,101
classic dutch pop,8509,705,100
classic female blues,21070,1032,100
classic finnish pop,14439,716,101
classic finnish rock,12265,686,101
classic french pop,10979,741,102
classic garage rock,12413,633,102
classic girl group,14095,703,103
classic greek pop,15398,736,101
classic greek rock,11710,633,101
classic hardstyle,2513,537,103
classic house,772,1223,102
classic hungarian pop,9155,748,100
classic hungarian rock,10982,506,100
classic icelandic pop,11796,736,101
classic indo pop,10338,563,102
classic indonesian rock,8224,479,104
classic iskelma,14132,711,102
classic israeli pop,13789,686,102
classic italian folk pop,11655,919,100
classic italian pop,14983,659,106
classic j-pop,4676,556,105
classic j-rock,7249,530,101
classic japanese jazz,14847,736,101
classic k-pop,4620,843,101
classic kollywood,17651,799,103
classic konkani pop,15535,779,100
classic korean pop,13713,469,100
classic latvian pop,14205,772,100
classic luk thung,13343,604,100
classic malaysian pop,10564,571,101
classic mandopop,13306,512,103
classic moroccan pop,13933,832,100
classic nepali pop,14925,447,101
classic norwegian pop,13884,689,101
classic nz country,15461,763,100
classic nz pop,11169,694,101
classic oklahoma country,15249,786,109
classic opm,13441,559,104
classic pakistani pop,14490,739,105
classic persian pop,15796,596,101
classic peruvian pop,14202,1047,102
classic polish pop,15225,741,101
classic portuguese pop,5818,832,101
classic praise,12947,497,102
classic progressive house,1851,992,101
classic psychedelic rock,13219,477,100
classic punjabi pop,13059,988,101
classic rock,13282,646,125
classic romanian pop,2805,984,100
classic russian pop,8651,821,102
classic russian rock,10664,703,102
classic schlager,10462,686,104
classic sierreno,13615,1060,102
classic sinhala pop,11679,834,101
classic soul,14736,802,109
classic soundtrack,18902,300,102
classic sudanese pop,13971,721,100
classic swedish pop,11193,686,104
classic texas country,12451,705,107
classic thai pop,8399,744,101
classic tollywood,11191,911,100
classic tunisian pop,16085,576,100
classic turkish pop,15324,581,102
classic uk pop,11906,716,102
classic ukrainian pop,14427,561,100
classic venezuelan pop,14070,943,102
classical,21730,380,110
classical accordion,19095,542,100
classical baritone,21632,431,100
classical bass,21987,404,100
classical bassoon,20602,416,100
classical cello,21864,302,100
classical clarinet,20310,683,100
classical contralto,22411,406,100
classical countertenor,21608,422,100
classical drill,21023,370,102
classical era,21693,462,104
classical flute,20865,414,100
classical guitar,21946,866,101
classical guitar duo,21508,965,100
classical guitar quartet,21420,996,100
classical harp,21596,639,100
classical horn,21486,374,100
classical jazz fusion,17353,777,100
classical mandolin,17914,1009,100
classical mezzo-soprano,21791,400,100
classical oboe,20188,376,100
classical organ,19901,52,100
classical percussion,19170,677,100
classical performance,21596,362,101
classical piano,22297,515,101
classical piano duo,21800,663,100
classical piano quartet,19621,386,100
classical piano trio,22268,378,100
classical saxophone,20427,358,100
classical saxophone quartet,21644,497,100
classical soprano,22110,341,100
classical string trio,21840,380,100
classical tenor,21730,264,101
classical trombone,20936,441,100
classical trumpet,18686,576,100
classical tuba,21474,501,100
classify,17797,837,103
clawhammer banjo,17154,921,100
clean comedy,18790,984,101
cleveland indie,9774,333,100
cleveland metal,8984,218,100
cloud rap,8664,866,111
cloud rap francais,11315,1047,105
coco,12116,1030,100
cocuk masallari,16832,1075,100
cocuk sarkilari,15897,604,101
coldwave,4734,566,100
collage pop,10736,566,101
college a cappella,13959,528,100
college marching band,17709,700,100
cologne electronic,2481,1099,100
cologne hip hop,9394,1075,101
cologne indie,6803,586,102
colombian black metal,10978,94,100
colombian death metal,11063,161,100
colombian electronic,1405,1071,100
colombian hardcore,7988,291,100
colombian hip hop,8151,1099,103
colombian indie,7090,797,101
colombian pop,4479,1009,115
colombian rock,6493,692,101
color noise,17417,40,107
colorado hardcore,9218,231,100
columbus ohio indie,10760,508,100
combos nacionales,11640,1112,100
comedia,19053,1144,100
comedie musicale,8485,630,101
comedienne,19696,1112,100
comedy,19638,1004,102
comedy rap,7228,1135,102
comedy rock,15546,1171,101
comfy synth,13983,354,100
comic,14502,961,104
comic metal,5951,435,103
commons,12909,503,101
complextro,2731,783,105
compositional ambient,20317,366,107
comptine,13578,953,101
comptine africaine,13442,1166,100
concepcion indie,8861,404,102
concert band,21048,368,100
concertina,18323,945,100
concurso de talentos argentino,11605,677,101
congolese gospel,11130,744,101
connecticut hardcore,9364,292,101
connecticut indie,11722,466,100
conscious hip hop,10057,1041,112
contemporary choir,22085,113,100
contemporary classical,21803,329,102
contemporary classical piano,21376,581,100
contemporary country,6852,554,120
contemporary folk,15722,779,100
contemporary gospel,11722,670,101
contemporary jazz,17315,642,102
contemporary post-bop,19170,883,103
contemporary r&amp;b,5022,929,109
contemporary vocal jazz,17303,802,104
contra dance,15821,697,100
contrabass,21230,488,100
convent,22122,156,100
cook islands pop,5693,927,100
cool jazz,19328,860,103
copla,19930,786,101
coptic hymn,17943,503,100
coral gospel,12623,388,101
cork indie,12548,488,100
cornetas y tambores,18890,515,100
cornish folk,17592,795,100
cornwall indie,11392,460,100
corrido,13324,1062,122
corridos adictivos,13504,992,100
corridos alternativos,13071,1082,104
corridos belicos,12798,957,101
corridos clasicos,13603,1056,103
corridos cristianos,12154,971,101
corridos tumbados,13363,1009,118
corrosion,3912,287,101
corsican folk,16640,479,100
cosmic american,14749,667,102
cosmic black metal,10489,43,100
cosmic death metal,10502,138,100
cosmic post-rock,10794,220,100
cosmic uplifting trance,1008,601,100
country,12934,729,118
country blues,20193,1092,101
country boogie,17897,1041,100
country dawn,10957,578,106
country gospel,17329,893,101
country pop,6394,537,105
country quebecois,10552,615,101
country rap,4620,945,105
country road,7385,563,115
country rock,13862,680,110
countrygaze,13763,466,104
coupe-decale,5313,1043,101
coventry indie,4822,547,100
cover acustico,13590,897,101
coverchill,13957,893,105
covertrance,2572,806,100
covertronica,3013,856,104
cowboy western,17241,860,102
cowpunk,10232,433,101
crack rock steady,10024,402,100
crank wave,7423,466,103
cristiana para ninos,10105,813,101
croatian electronic,365,1178,100
croatian folk,16026,515,100
croatian hip hop,7261,1040,100
croatian indie,8751,604,100
croatian metal,5468,285,100
croatian pop,10386,581,102
croatian rock,7606,609,101
crossover prog,9933,325,100
crossover thrash,10855,240,101
cruise,6854,1173,100
crunk,4124,1121,104
crust punk,10575,198,101
cryptic black metal,10685,19,100
cuarteto,7090,927,105
cuatro puertorriqueno,14156,986,100
cuatro venezolano,15442,1005,101
cuban alternative,12624,1002,101
cuban electronic,1929,953,100
cuban funk,14736,1002,100
cuban rumba,16628,986,101
cubaton,4342,1084,103
cueca chilena,12998,760,101
cuento infantile,17709,1200,100
cumbia,11440,1141,104
cumbia 420,3916,1296,104
cumbia amazonica,12129,979,101
cumbia andina mexicana,10208,1021,101
cumbia boliviana,7396,937,101
cumbia chilena,7298,927,103
cumbia colombiana regia,9319,1126,101
cumbia cristiana,10722,1000,100
cumbia del sureste,6879,1119,102
cumbia ecuatoriana,11754,1062,101
cumbia editada,2594,1203,101
cumbia funk,13010,1026,100
cumbia lagunera,8001,1126,101
cumbia paraguaya,5506,1088,102
cumbia peruana,8613,951,103
cumbia pop,6412,1075,106
cumbia ranchera,5668,955,102
cumbia salvadorena,8483,1193,101
cumbia santafesina,10623,897,102
cumbia sonidera,4951,1099,106
cumbia sonorense,12685,1071,102
cumbia surena,7707,795,101
cumbia uruguaya,11766,979,101
cumbia villera,9668,1011,106
cyber metal,2878,216,100
cybergrind,8742,236,100
cyberpunk,3828,447,102
cymraeg,13838,621,100
cypriot hip hop,10611,980,100
cypriot metal,6505,190,100
cypriot pop,10798,692,101
czech alternative rap,8421,998,100
czech classical,22086,291,101
czech classical piano,22589,441,100
czech contemporary classical,21109,342,100
czech country,13908,713,100
czech drill,6779,1094,102
czech electronic,2499,1028,100
czech experimental,12869,380,100
czech folk,14503,716,101
czech folk rock,11881,726,100
czech hardcore,5651,325,100
czech hip hop,6278,1045,104
czech indie,9011,528,100
czech jazz,17504,751,100
czech metal,6382,264,100
czech pop,10489,612,104
czech pop rock,5172,599,101
czech psychedelic,10956,313,100
czech punk,7323,447,101
czech rock,9856,573,103
czech singer-songwriter,15473,799,101
czech swing,20480,837,100
czsk black metal,9316,88,100
czsk electropop,5513,845,100
czsk emo rap,6779,977,101
czsk hip hop,7140,1028,105
czsk hyperpop,5435,810,100
czsk reggae,6023,1007,100
czsk viral pop,5301,1023,101
d-beat,10587,76,100
dabke,11808,724,101
dainuojamoji poezija,13813,774,100
dakke dak,2484,1017,101
dalarna indie,10245,427,101
dallas indie,9169,469,100
dambora,15082,1002,100
dance pop,3478,862,131
dance rock,2878,705,110
dance-punk,3565,639,104
dancefloor dnb,2002,609,104
dancehall,9767,1114,107
dancehall chileno,5960,1135,100
dancehall colombiano,4766,1205,100
dancehall guyanaise,8804,1108,100
dancehall mauricien,4505,1242,100
dancehall queen,9139,1139,102
dangdut,7668,677,105
dangdut koplo,6766,813,104
dangdut remix,3532,973,101
danish alternative rock,8620,354,101
danish black metal,11173,38,100
danish choir,21901,203,100
danish classical,22074,312,100
danish contemporary classical,21413,331,100
danish death metal,6690,149,100
danish electro,1929,760,100
danish electronic,1863,1026,102
danish electropop,5063,830,101
danish experimental,13812,410,100
danish folk,16745,583,100
danish hardcore,8909,145,100
danish hip hop,6602,1062,104
danish indie,9291,556,101
danish indie pop,11982,510,101
danish jazz,17780,731,101
danish metal,6444,181,102
danish modern jazz,15386,777,101
danish pop,5632,887,106
danish pop rock,7582,758,102
danish post-punk,8358,279,100
danish punk,8923,335,100
danish rock,5887,352,102
danish singer-songwriter,13564,547,100
danish techno,1564,1137,100
dansband,7436,601,102
danseband,7906,636,101
dansei seiyu,4530,481,100
dansk comedy,16482,1115,100
dansk lovsang,11634,573,100
dansktop,12388,765,101
danspunk,7968,765,102
danzon,15809,990,100
darbuka,5744,1130,100
dariacore,4734,703,101
dark ambient,13796,260,100
dark black metal,10709,34,100
dark cabaret,12697,549,101
dark clubbing,2221,751,102
dark disco,853,1240,101
dark electro,1300,683,100
dark electro-industrial,1797,561,100
dark folk,15459,370,100
dark hardcore,2265,406,101
dark jazz,13947,370,100
dark minimal techno,541,1166,100
dark plugg,7631,911,102
dark pop,10202,533,103
dark post-punk,2440,408,101
dark progressive house,438,1233,100
dark psytrance,804,872,100
dark r&amp;b,7618,729,106
dark rock,4099,298,101
dark synthpop,2162,556,102
dark techno,307,1223,102
dark trap,4354,973,110
dark wave,4471,443,101
darkstep,1987,808,100
darksynth,2542,452,101
dayton indie,10843,366,101
dc hardcore,10904,339,101
dc indie,9414,510,100
death 'n' roll,10073,176,100
death doom,10551,74,100
death industrial,12899,104,100
death metal,10465,156,104
deathcore,6567,209,103
